id,nationality,visa_type,consulate,submission_date,decision_date,processing_days,documents_submitted,document_count,sponsor_type,prior_travel,status
case_002912,Philippines,F-1,Shanghai,2025-05-28,2025-07-01,34,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_000864,South Korea,L-1,Frankfurt,2025-05-28,2025-07-10,43,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,employer,False,approved
case_004908,Pakistan,B1/B2,Beijing,2025-05-28,2025-06-29,32,"['Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",6,government,False,approved
case_003995,Taiwan,H-1B,Frankfurt,2025-05-29,2025-08-20,83,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,self,True,approved
case_002058,Taiwan,F-1,London,2025-05-29,2025-07-03,35,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_002266,Philippines,B1/B2,London,2025-05-29,2025-06-25,27,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",7,family,False,approved
case_001840,Nigeria,L-1,New Delhi,2025-05-29,2025-07-16,48,"['I-797', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_002237,Taiwan,H-1B,Frankfurt,2025-05-29,2025-09-18,112,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,self,False,approved
case_000980,Nigeria,H-1B,Hyderabad,2025-05-29,2025-08-10,73,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,university,False,approved
case_004759,Bangladesh,H-1B,Guangzhou,2025-05-29,2025-08-14,77,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_004798,Vietnam,F-1,Ciudad Juarez,2025-05-29,2025-06-26,28,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,True,approved
case_002297,Bangladesh,B1/B2,Hyderabad,2025-05-29,2025-06-20,22,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,employer,False,approved
case_004025,Taiwan,H-1B,Beijing,2025-05-29,2025-10-19,143,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_002964,Mexico,F-1,London,2025-05-29,2025-07-08,40,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,approved
case_002233,Bangladesh,F-1,Frankfurt,2025-05-29,2025-06-26,28,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_000519,Nigeria,F-1,London,2025-05-30,2025-06-23,24,"['Financial Docs', 'I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,employer,True,approved
case_000834,South Korea,H-1B,Toronto,2025-05-30,2025-08-19,81,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,family,False,approved
case_004196,India,F-1,Shenyang,2025-05-30,2025-06-25,26,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_002961,Brazil,F-1,Toronto,2025-05-30,2025-07-03,34,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,rfe
case_004645,India,F-1,Mexico City,2025-05-30,2025-07-17,48,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,True,approved
case_001988,Japan,B1/B2,New Delhi,2025-05-30,2025-06-21,22,"['Travel Itinerary', 'Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,approved
case_004084,Japan,H-1B,Chennai,2025-05-30,2025-08-28,90,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,employer,False,approved
case_004419,Pakistan,F-1,Kolkata,2025-05-30,2025-07-16,47,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,self,False,approved
case_004637,Nigeria,L-1,Mumbai,2025-05-30,2025-08-11,73,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,self,False,approved
case_004209,Japan,L-1,Manila,2025-05-30,2025-08-10,72,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,approved
case_000252,Canada,F-1,Kolkata,2025-05-30,2025-07-12,43,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,approved
case_001138,Pakistan,B1/B2,Chennai,2025-05-30,2025-06-08,9,"['Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,university,False,approved
case_004486,Taiwan,F-1,Guangzhou,2025-05-30,2025-07-14,45,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_002464,Bangladesh,F-1,Guangzhou,2025-05-30,2025-07-13,44,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,university,True,approved
case_001344,Philippines,H-1B,Seoul,2025-05-30,2025-08-22,84,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_002362,India,H-1B,New Delhi,2025-05-31,2025-08-12,73,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,government,True,approved
case_002460,Taiwan,F-1,Kolkata,2025-05-31,2025-07-04,34,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,False,approved
case_002716,Brazil,J-1,Shanghai,2025-05-31,2025-07-03,33,"['I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",6,government,True,approved
case_000133,Japan,F-1,Toronto,2025-05-31,2025-06-25,25,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,approved
case_000174,Brazil,F-1,Manila,2025-05-31,2025-07-11,41,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,True,approved
case_004936,Canada,H-1B,Frankfurt,2025-05-31,2025-12-25,208,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,employer,False,rfe
case_002538,Taiwan,L-1,Ciudad Juarez,2025-05-31,2025-07-14,44,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,government,True,denied
case_002189,Nigeria,L-1,Shenyang,2025-05-31,2025-08-16,77,"['Travel Itinerary', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,approved
case_004783,China,L-1,Beijing,2025-05-31,2025-10-27,149,"['I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",5,employer,True,rfe
case_000935,Bangladesh,H-1B,Guangzhou,2025-05-31,2025-10-21,143,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",9,government,True,approved
case_003662,Japan,B1/B2,Mumbai,2025-05-31,2025-06-11,11,"['Travel Itinerary', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,employer,False,approved
case_002112,Nigeria,F-1,Ciudad Juarez,2025-05-31,2025-07-01,31,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,university,False,approved
case_003706,India,F-1,Chennai,2025-06-01,2025-06-25,24,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,True,approved
case_001020,Germany,H-1B,Shenyang,2025-06-01,2025-08-08,68,"['Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,self,True,approved
case_002969,Brazil,H-1B,Frankfurt,2025-06-01,2025-07-28,57,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_002949,Vietnam,F-1,New Delhi,2025-06-01,2025-07-27,56,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,True,rfe
case_004458,Brazil,H-1B,New Delhi,2025-06-01,2025-08-30,90,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,True,denied
case_002348,Nigeria,O-1,Beijing,2025-06-01,2025-07-11,40,"['I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,employer,False,approved
case_002378,Bangladesh,F-1,New Delhi,2025-06-01,2025-07-04,33,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_000537,Vietnam,F-1,Ciudad Juarez,2025-06-01,2025-07-10,39,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,family,True,approved
case_003852,South Korea,H-1B,Ciudad Juarez,2025-06-01,2025-09-08,99,"['Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_002637,Mexico,O-1,Mumbai,2025-06-01,2025-07-13,42,"['I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,self,False,denied
case_004763,Germany,B1/B2,Manila,2025-06-01,2025-06-22,21,"['Travel Itinerary', 'Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,employer,False,approved
case_000793,China,H-1B,Manila,2025-06-01,2025-08-19,79,"['Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,denied
case_001901,Canada,H-1B,Guadalajara,2025-06-01,2025-12-13,195,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,rfe
case_001790,Canada,H-1B,Tokyo,2025-06-01,2025-08-04,64,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",11,university,False,approved
case_000832,Mexico,H-1B,London,2025-06-01,2025-10-05,126,"['Employment Letter', 'I-797', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_000549,Philippines,H-1B,Toronto,2025-06-01,2025-10-20,141,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,True,rfe
case_003479,Brazil,O-1,Frankfurt,2025-06-01,2025-08-04,64,"['I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,self,True,rfe
case_001915,Philippines,F-1,Shenyang,2025-06-01,2025-07-08,37,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,self,False,approved
case_000572,Nigeria,F-1,London,2025-06-02,2025-07-14,42,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,employer,False,approved
case_003212,Canada,F-1,Toronto,2025-06-02,2025-07-07,35,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,university,False,approved
case_001239,China,F-1,New Delhi,2025-06-02,2025-07-11,39,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,self,True,approved
case_000696,Taiwan,B1/B2,Kolkata,2025-06-02,2025-08-01,60,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",7,government,False,rfe
case_004748,Canada,H-1B,Guangzhou,2025-06-02,2025-10-15,135,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,employer,False,approved
case_003037,Pakistan,O-1,Guadalajara,2025-06-02,2025-07-02,30,"['I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,denied
case_003486,Vietnam,L-1,Seoul,2025-06-02,2025-07-16,44,"['Travel Itinerary', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,True,approved
case_001779,Canada,H-1B,Manila,2025-06-02,2025-10-31,151,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_002775,Philippines,F-1,Shenyang,2025-06-02,2025-06-25,23,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_003918,Japan,H-1B,Frankfurt,2025-06-02,2025-12-09,190,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,True,rfe
case_000894,United Kingdom,H-1B,Beijing,2025-06-02,2025-08-19,78,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_000750,Vietnam,B1/B2,Guadalajara,2025-06-02,2025-06-12,10,"['Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",5,family,True,approved
case_001279,Mexico,H-1B,Manila,2025-06-02,2026-01-26,238,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,rfe
case_004888,South Korea,F-1,Mumbai,2025-06-02,2025-07-04,32,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_003833,Taiwan,B1/B2,Toronto,2025-06-02,2025-06-20,18,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,employer,True,approved
case_002829,Taiwan,H-1B,Frankfurt,2025-06-02,2025-09-06,96,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_001566,Japan,H-1B,Manila,2025-06-02,2025-10-31,151,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,True,approved
case_000969,Philippines,F-1,Ciudad Juarez,2025-06-03,2025-06-28,25,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,approved
case_004090,Pakistan,L-1,Manila,2025-06-03,2025-09-09,98,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,university,False,approved
case_001725,South Korea,F-1,Tokyo,2025-06-03,2025-07-08,35,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,approved
case_004966,Mexico,H-1B,Chennai,2025-06-03,2025-11-17,167,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,True,rfe
case_004046,Taiwan,H-1B,Kolkata,2025-06-03,2025-08-24,82,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,approved
case_001752,Brazil,F-1,London,2025-06-03,2025-07-14,41,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_004023,Philippines,H-1B,New Delhi,2025-06-03,2025-08-19,77,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,employer,True,denied
case_004234,China,J-1,London,2025-06-03,2025-06-20,17,"['Travel Itinerary', 'I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,university,True,approved
case_004118,Japan,B1/B2,Guangzhou,2025-06-03,2025-07-30,57,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,self,False,rfe
case_001674,Vietnam,L-1,Chennai,2025-06-03,2025-10-15,134,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,government,False,rfe
case_004583,Mexico,B1/B2,Beijing,2025-06-03,2025-07-02,29,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,self,True,approved
case_002566,Philippines,B1/B2,Mumbai,2025-06-03,2025-07-04,31,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",7,employer,False,approved
case_004250,Philippines,H-1B,Manila,2025-06-03,2025-08-23,81,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",10,university,True,approved
case_001594,Bangladesh,F-1,London,2025-06-03,2025-07-11,38,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,university,True,approved
case_003976,Pakistan,J-1,Mumbai,2025-06-03,2025-06-27,24,"['Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",5,employer,False,approved
case_001260,Taiwan,F-1,Ciudad Juarez,2025-06-03,2025-06-30,27,"['Financial Docs', 'I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_001869,Pakistan,H-1B,Shanghai,2025-06-03,2025-08-18,76,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,approved
case_004859,India,B1/B2,Mexico City,2025-06-03,2025-06-20,17,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,approved
case_003906,Brazil,J-1,Kolkata,2025-06-04,2025-07-08,34,"['Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",5,university,False,approved
case_000067,India,H-1B,Seoul,2025-06-04,2025-10-01,119,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,True,approved
case_003583,Pakistan,H-1B,Ciudad Juarez,2025-06-04,2025-11-10,159,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,rfe
case_003964,Vietnam,F-1,Manila,2025-06-04,2025-07-21,47,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,self,True,approved
case_000965,South Korea,F-1,Shenyang,2025-06-04,2025-07-09,35,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,government,True,approved
case_003315,Canada,F-1,Shenyang,2025-06-04,2025-07-09,35,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_001749,South Korea,B1/B2,Tokyo,2025-06-04,2025-06-21,17,"['Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",7,self,False,approved
case_003233,Japan,F-1,Beijing,2025-06-04,2025-07-22,48,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,self,False,approved
case_003545,Pakistan,L-1,Toronto,2025-06-04,2025-07-27,53,"['I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,government,True,approved
case_001205,Germany,F-1,London,2025-06-04,2025-07-06,32,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,True,approved
case_001075,Mexico,F-1,Shanghai,2025-06-05,2025-07-12,37,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_004340,Taiwan,F-1,Ciudad Juarez,2025-06-05,2025-06-29,24,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,True,approved
case_001696,India,L-1,Kolkata,2025-06-05,2025-08-17,73,"['I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",5,employer,False,approved
case_000635,Japan,F-1,Guadalajara,2025-06-05,2025-07-12,37,"['Financial Docs', 'I-20', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,True,approved
